POLICY_ID,POLICY_BEGIN_MONTH,POLICY_END_MONTH,POLICY_IS_RENEWED,POLICY_SALES_CHANNEL,POLICY_SALES_CHANNEL_GROUP,POLICY_BRANCH,POLICY_MIN_AGE,POLICY_MIN_DRIVING_EXPERIENCE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_ENGINE_POWER,VEHICLE_IN_CREDIT,VEHICLE_SUM_INSURED,POLICY_INTERMEDIARY,INSURER_GENDER,POLICY_CLM_N,POLICY_CLM_GLT_N,POLICY_PRV_CLM_N,POLICY_PRV_CLM_GLT_N,CLIENT_HAS_DAGO,CLIENT_HAS_OSAGO,POLICY_COURT_SIGN,CLAIM_AVG_ACC_ST_PRD,POLICY_HAS_COMPLAINTS,POLICY_YEARS_RENEWED_N,POLICY_DEDUCT_VALUE,CLIENT_REGISTRATION_REGION,POLICY_PRICE_CHANGE
78073,10,10,0,50,5,Санкт-Петербург,46,12,Skoda,Fabia,69.0,0,360000.0,N,F,0,0,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,0.0
78076,9,9,0,53,6,Санкт-Петербург,25,7,Skoda,Rapid,122.0,0,747552.0,224,M,0,0,N,N,0,0,0,0.0,0,0,50000.0,Санкт-Петербург,-0.01
78080,6,6,0,52,6,Санкт-Петербург,53,3,Skoda,Rapid,105.0,1,676000.0,1096,F,1S,1S,N,N,0,0,0,1.0,0,0,15000.0,Санкт-Петербург,-1.0
78082,2,2,0,53,6,Санкт-Петербург,35,15,BMW,X3,249.0,0,1900000.0,1287,M,1S,1S,N,N,0,0,0,0.0,0,0,0.0,Санкт-Петербург,0.02
78099,8,8,0,1,4,Санкт-Петербург,39,16,Nissan,X-Trail,141.0,0,639000.0,66,M,0,0,0,0,0,1,0,0.0,0,7,0.0,Санкт-Петербург,0.0
78104,8,8,0,54,6,Москва,37,5,BMW,X1,184.0,0,1207040.0,344,F,0,0,0,0,0,0,0,0.0,0,1,0.0,Москва,-0.03
78109,1,1,0,53,6,Москва,50,28,Hyundai,i40,150.0,0,949900.0,320,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Калужская,0.03
78116,8,8,0,52,6,Санкт-Петербург,46,5,Renault,Megane,106.0,1,442943.0,171,M,0,0,0,0,0,0,0,0.0,0,2,15000.0,Санкт-Петербург,-0.19
78121,8,8,0,25,1,Москва,47,0,Kia,Sportage,150.0,0,1219900.0,700,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Московская,0.52
78125,8,8,0,50,5,Москва,45,21,Audi,Q3,170.0,0,1048796.0,N,F,0,0,0,0,0,1,0,0.0,0,1,10000.0,Московская,-0.23
78135,10,10,0,50,5,Санкт-Петербург,31,12,Kia,Ceed,122.0,0,457866.0,N,M,0,0,0,0,1,1,0,0.0,0,3,15000.0,Санкт-Петербург,0.15
78139,8,8,0,54,6,Москва,57,26,Kia,Sportage,150.0,0,676852.0,1326,M,0,0,2,1L,0,0,0,0.0,0,4,0.0,Москва,-0.06
78141,8,8,0,52,6,Санкт-Петербург,50,0,Skoda,Rapid,105.0,0,640646.0,1096,M,0,0,N,N,0,1,0,0.0,0,0,15000.0,Санкт-Петербург,0.0
78142,8,8,0,53,6,Санкт-Петербург,54,35,Hyundai,ix35,150.0,0,1014659.0,917,M,0,0,0,0,0,1,0,0.0,0,1,0.0,Санкт-Петербург,-0.33
78150,7,7,0,25,1,Москва,43,0,Renault,Duster,102.0,1,600000.0,808,M,1L,1L,N,N,0,1,0,132.0,0,0,0.0,Московская,0.19
78159,8,8,0,22,1,Санкт-Петербург,27,7,Daewoo,Matiz,51.0,0,196030.0,252,F,0,0,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,4.74
78160,6,6,0,52,6,Москва,42,8,Toyota,Land Cruiser 200,288.0,0,1778048.0,910,M,1L,0,0,0,0,1,0,4.0,0,5,0.0,Москва,0.05
78166,8,8,0,53,6,Москва,33,0,Toyota,Land Cruiser Prado,173.0,0,2585000.0,153,F,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,-0.07
78176,8,8,0,50,5,Москва,41,14,Dodge,Caliber,156.0,0,612300.0,N,F,1S,1S,1L,1L,1,1,0,136.0,0,4,0.0,Москва,-0.02
78177,8,8,0,53,6,Санкт-Петербург,51,20,Hyundai,ix35,150.0,0,824018.0,917,M,0,0,0,0,0,1,0,0.0,0,1,15000.0,Санкт-Петербург,-0.13
78179,10,10,0,59,3,Санкт-Петербург,39,10,Volvo,XC90,184.0,1,1656208.0,454,F,0,0,0,0,0,0,0,0.0,0,3,0.0,Санкт-Петербург,0.02
78180,1,1,0,52,6,Санкт-Петербург,57,12,Renault,Duster,135.0,1,779000.0,1096,F,1S,1S,N,N,0,1,0,8.0,0,0,0.0,Санкт-Петербург,-0.68
78186,3,3,0,1,4,Санкт-Петербург,44,22,BMW,6-series,407.0,0,2835000.0,N,M,0,0,0,0,1,1,0,0.0,0,2,0.0,Санкт-Петербург,-0.05
78188,8,8,0,53,6,Санкт-Петербург,35,13,BMW,X1,184.0,1,1100000.0,1211,F,2,2,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,0.05
78189,8,8,0,50,5,Москва,46,16,Nissan,X-Trail,141.0,0,1150000.0,N,M,0,0,N,N,1,1,0,0.0,0,0,20000.0,Московская,0.0
78190,8,8,0,50,5,Санкт-Петербург,32,12,Volkswagen,Polo,105.0,0,400000.0,N,M,1L,1L,N,N,0,1,0,2.0,1,0,10000.0,Санкт-Петербург,-0.21
78199,3,3,0,55,6,Москва,31,9,Skoda,Fabia,86.0,0,278840.0,1401,F,0,0,2,2,0,0,0,0.0,0,4,10000.0,Москва,-0.13
78221,9,9,0,59,3,Санкт-Петербург,40,0,Opel,Mokka,140.0,0,1050000.0,454,F,1L,1L,N,N,0,0,0,3.0,0,0,0.0,Санкт-Петербург,0.17
78227,10,10,0,11,1,Санкт-Петербург,39,18,Mercedes-Benz,GL,224.0,0,2441421.0,143,M,1S,1S,1S,1S,1,1,0,13.0,0,4,0.0,Санкт-Петербург,0.0
78229,7,7,0,53,6,Санкт-Петербург,32,0,BMW,X1,150.0,1,1235000.0,1211,F,1S,1S,N,N,0,0,0,32.0,0,0,0.0,Санкт-Петербург,0.0
78237,10,10,0,53,6,Санкт-Петербург,57,2,Hyundai,Solaris,107.0,1,402900.0,1200,F,0,0,1L,1L,1,0,0,0.0,0,2,0.0,Ленинградская,0.0
78238,10,10,0,52,6,Санкт-Петербург,47,21,Renault,Scenic,110.0,1,433750.0,1096,M,0,0,0,0,1,1,0,0.0,0,4,0.0,Санкт-Петербург,0.0
78244,9,9,0,54,6,Москва,27,8,Mitsubishi,ASX,117.0,1,657985.0,332,F,3,2,0,0,1,1,0,1.0,0,1,0.0,Москва,-0.26
78254,10,10,0,13,1,Санкт-Петербург,37,16,Toyota,Land Cruiser Prado,173.0,0,1615000.0,616,M,1S,1S,2,2,0,1,0,0.0,0,2,20000.0,Санкт-Петербург,0.0
78257,2,2,0,52,6,Москва,37,14,Opel,Mokka,140.0,0,787200.0,910,F,0,0,1S,0,0,1,0,0.0,0,1,0.0,Москва,-0.01
78258,5,5,0,2,4,Санкт-Петербург,34,13,Toyota,Auris,97.0,0,350000.0,61,M,0,0,0,0,1,1,0,0.0,0,6,0.0,Санкт-Петербург,-0.65
78262,7,7,0,55,6,Москва,38,15,Mitsubishi,Outlander,146.0,0,1345000.0,1096,F,2,1S,N,N,0,1,0,0.0,0,0,0.0,Москва,0.05
78263,1,1,0,53,6,Санкт-Петербург,30,2,Hyundai,ix35,150.0,1,868380.0,485,F,0,0,0,0,0,1,0,0.0,0,1,0.0,Псковская,-0.43
78264,1,1,0,50,5,Санкт-Петербург,34,15,Lada,Largus,105.0,0,350000.0,N,M,0,0,N,N,0,0,0,0.0,0,0,30000.0,Санкт-Петербург,-0.35
78268,7,7,0,53,6,Москва,41,13,Land Rover,Range Rover,340.0,0,4361050.0,N,F,0,0,0,0,0,0,0,0.0,0,1,0.0,Москва,0.0
78269,7,7,0,52,6,Санкт-Петербург,41,17,Renault,Fluence,114.0,1,568151.0,1096,M,2,2,0,0,0,0,0,1.5,0,1,0.0,Санкт-Петербург,0.0
78270,8,8,0,52,6,Москва,58,24,Renault,Duster,135.0,0,555381.0,910,M,1L,1L,0,0,0,0,0,19.0,0,2,0.0,Москва,-0.31
78277,8,8,0,53,6,Санкт-Петербург,28,3,BMW,X1,184.0,1,1727000.0,1211,M,0,0,N,N,0,0,0,0.0,0,0,15000.0,Санкт-Петербург,0.01
78279,8,8,0,4,4,Санкт-Петербург,66,23,Lexus,RX,279.0,0,1514700.0,N,M,0,0,0,0,0,0,0,0.0,0,2,50000.0,Санкт-Петербург,0.0
78286,2,1,0,50,5,Санкт-Петербург,39,14,Nissan,Qashqai,141.0,0,712135.0,N,F,0,0,1L,1L,1,1,0,0.0,0,4,10000.0,Санкт-Петербург,0.15
78287,1,1,0,52,6,Москва,51,23,Kia,Другая модель (Легковое ТС),129.0,0,844900.0,1372,F,0,0,N,N,0,0,0,0.0,0,0,0.0,Московская,0.04
78288,7,7,0,7,4,Санкт-Петербург,38,1997,Renault,Duster,102.0,0,605000.0,1227,M,0,0,N,N,1,1,0,0.0,0,0,10000.0,Санкт-Петербург,-0.16
78291,7,7,0,55,6,Москва,52,13,Hyundai,ix35,150.0,0,688670.0,1252,F,0,0,0,0,0,1,0,0.0,0,2,0.0,Москва,-0.31
78298,7,7,0,52,6,Санкт-Петербург,30,0,Kia,Ceed,129.0,1,979900.0,509,M,0,0,N,N,0,1,0,0.0,0,0,15000.0,Санкт-Петербург,-0.36
78300,8,8,0,55,6,Санкт-Петербург,56,16,Renault,Megane,106.0,0,398790.0,1096,F,2,2,0,0,0,1,0,1.5,0,3,0.0,Санкт-Петербург,0.05
78301,8,8,0,50,5,Санкт-Петербург,44,19,Opel,Antara,140.0,0,733887.0,N,F,0,0,0,0,1,0,0,0.0,0,3,25000.0,Санкт-Петербург,0.02
78305,8,8,0,52,6,Москва,40,12,Kia,Venga,124.0,0,468300.0,294,F,0,0,0,0,1,0,0,0.0,0,2,0.0,Московская,-0.05
78308,10,10,0,53,6,Москва,22,4,Toyota,RAV4,146.0,0,1085721.0,272,M,0,0,1S,1S,1,1,0,0.0,0,1,10000.0,Москва,0.0
78310,2,2,0,53,6,Москва,44,18,Kia,Sportage,136.0,1,963700.0,1221,M,0,0,1S,0,0,0,0,0.0,0,1,0.0,Москва,-0.03
78315,10,10,0,53,6,Санкт-Петербург,26,7,Hyundai,ix35,150.0,1,1023900.0,485,F,1S,0,N,N,0,1,0,13.0,0,0,10000.0,Санкт-Петербург,-0.01
78318,10,10,0,46,1,Санкт-Петербург,47,18,Ford,Mondeo,160.0,1,830000.0,160,F,0,0,0,0,0,1,0,0.0,0,2,0.0,Ленинградская,0.0
78324,10,10,0,55,6,Москва,32,8,Hyundai,Getz,66.0,0,243000.0,1252,F,0,0,N,N,0,1,0,0.0,0,0,0.0,Москва,0.45
78326,11,11,0,59,3,Санкт-Петербург,59,4,Nissan,Qashqai,141.0,0,850000.0,565,M,0,0,0,0,1,1,0,0.0,0,3,5000.0,Ленинградская,0.04
78329,12,12,0,52,6,Санкт-Петербург,26,4,Renault,Sandero,75.0,1,346897.0,1096,M,1L,0,1L,0,0,1,0,4.0,0,1,0.0,Санкт-Петербург,0.05
78344,10,10,0,53,6,Москва,45,26,Renault,Duster,102.0,0,405490.0,528,M,0,0,0,0,0,1,0,0.0,1,2,0.0,Москва,-0.02
78347,8,8,0,53,6,Санкт-Петербург,27,8,Hyundai,Solaris,123.0,1,587900.0,243,M,0,0,N,N,0,1,0,0.0,0,0,15000.0,Санкт-Петербург,0.0
78353,10,10,0,52,6,Москва,56,37,Nissan,X-Trail,141.0,0,881685.0,326,M,0,0,0,0,0,0,0,0.0,0,3,0.0,Московская,-0.15
78359,12,12,0,50,5,Санкт-Петербург,38,18,Kia,Rio,107.0,0,572900.0,N,M,0,0,N,N,1,1,0,0.0,0,0,10000.0,Санкт-Петербург,0.0
78362,1,1,0,53,6,Москва,33,10,Nissan,Juke,117.0,1,1106000.0,296,F,1L,1L,N,N,0,0,0,0.0,0,0,0.0,Санкт-Петербург,-0.06
78363,2,1,0,60,3,Москва,42,11,Acura,MDX,290.0,0,2600000.0,494,M,0,0,N,N,1,0,0,0.0,0,0,0.0,Москва,-0.06
78366,2,2,0,52,6,Санкт-Петербург,32,2,Hyundai,Solaris,123.0,0,534969.0,1333,M,0,0,4+,4+,0,1,0,0.0,0,2,50000.0,Санкт-Петербург,0.05
78367,2,2,0,53,6,Санкт-Петербург,56,24,Hyundai,Solaris,107.0,0,606900.0,946,M,0,0,N,N,1,0,0,0.0,0,0,15000.0,Санкт-Петербург,0.04
78370,3,3,0,52,6,Москва,51,18,Другая марка (Иностранного производства),Другая модель (Легковое ТС),173.0,0,1349149.0,910,M,2,2,0,0,1,1,0,0.0,0,4,0.0,Москва,0.0
78374,2,2,0,53,6,Санкт-Петербург,47,24,Nissan,Sentra,117.0,1,917000.0,343,M,1S,1S,N,N,0,0,0,10.0,0,0,12500.0,Санкт-Петербург,0.04
78377,9,9,0,53,6,Москва,45,18,Ford,Focus,149.0,0,471999.0,286,F,0,0,0,0,0,1,0,0.0,0,3,10000.0,Москва,-0.25
78379,9,9,0,50,5,Москва,51,6,Renault,Duster,135.0,0,505750.0,N,F,1L,1L,2,1L,0,1,0,1.0,0,2,10000.0,Москва,0.13
78386,2,2,0,62,3,Москва,40,1,Renault,Sandero Stepway,103.0,0,473834.0,N,F,0,0,0,0,1,1,0,0.0,0,1,15000.0,Москва,-0.04
78397,2,2,0,50,5,Москва,33,3,Ford,Fusion,100.0,0,270000.0,N,F,0,0,0,0,1,1,0,0.0,0,3,5000.0,Москва,0.12
78406,2,2,0,53,6,Москва,34,13,Volkswagen,Touareg,204.0,1,2046635.0,293,M,3,2,2,1S,0,0,0,1.0,0,1,0.0,Московская,0.53
78410,3,3,0,55,6,Москва,54,31,Skoda,Superb,152.0,0,820000.0,1096,F,0,0,0,0,0,0,0,62.0,0,1,20000.0,Москва,-0.18
78411,2,2,0,52,6,Санкт-Петербург,42,10,Ford,Transit,125.0,0,905156.0,1096,F,1L,1L,1L,1L,0,0,0,0.0,0,2,10000.0,Ленинградская,0.21
78415,2,2,0,53,6,Москва,56,1,Nissan,Juke,117.0,0,648620.0,585,F,0,0,0,0,0,0,0,0.0,0,1,30000.0,Калужская,-0.21
78417,3,3,0,53,6,Санкт-Петербург,27,1,Nissan,Juke,190.0,0,784680.0,343,F,0,0,1L,1L,1,1,0,0.0,0,1,15000.0,Санкт-Петербург,0.01
78418,10,10,0,52,6,Санкт-Петербург,41,22,Renault,Sandero,84.0,0,332776.0,1096,M,0,0,0,0,0,1,0,0.0,0,3,0.0,Санкт-Петербург,-0.1
78424,3,3,0,50,5,Санкт-Петербург,39,16,BMW,1-series,116.0,0,495000.0,N,F,0,0,0,0,0,1,0,0.0,0,1,10000.0,Санкт-Петербург,-0.04
78433,2,2,0,50,5,Москва,35,13,Nissan,Qashqai,141.0,0,764688.0,N,M,0,0,0,0,1,1,0,0.0,0,4,12500.0,Москва,-0.06
78434,2,2,0,53,6,Москва,39,21,Mitsubishi,Pajero Sport,222.0,0,1257482.0,1221,M,1S,1S,0,0,0,0,0,3.0,0,1,0.0,Москва,0.04
78444,2,2,0,50,5,Москва,34,14,Honda,CR-V,150.0,0,1089000.0,N,M,1L,0,N,N,0,0,0,1.0,0,0,0.0,Москва,-0.11
78445,2,2,0,55,6,Москва,52,13,Ford,Focus,150.0,0,503409.0,1096,M,0,0,0,0,0,0,0,0.0,0,1,10000.0,Московская,-0.16
78448,2,2,0,54,6,Москва,35,13,Volkswagen,Jetta,105.0,1,541222.0,N,M,1L,1L,0,0,1,0,0,3.0,0,2,0.0,Москва,-0.31
78449,1,1,0,54,6,Москва,29,9,BMW,X6,407.0,1,2870000.0,400,F,0,0,N,N,0,0,0,0.0,0,0,10000.0,Москва,0.11
78453,11,11,0,50,5,Санкт-Петербург,40,15,Skoda,Yeti,110.0,0,742500.0,N,M,0,0,N,N,0,1,0,0.0,0,0,12500.0,Санкт-Петербург,-0.05
78456,11,11,0,18,1,Москва,42,16,Toyota,Highlander,249.0,1,2247000.0,826,F,0,0,N,N,1,1,0,0.0,0,0,0.0,Москва,0.04
78460,11,11,0,53,6,Санкт-Петербург,44,17,Hyundai,Grand Santa Fe,197.0,0,1889000.0,485,F,3,2,N,N,0,1,0,7.0,0,0,0.0,Санкт-Петербург,-0.18
78461,11,11,0,27,1,Санкт-Петербург,59,29,Hyundai,Santa Fe,197.0,0,989785.0,167,M,0,0,1L,1L,0,1,0,0.0,0,4,0.0,Санкт-Петербург,-0.1
78462,11,11,0,52,6,Санкт-Петербург,29,11,Renault,Sandero,103.0,1,457560.0,171,M,0,0,1L,1L,0,0,0,0.0,0,1,0.0,Санкт-Петербург,0.05
78463,11,11,0,50,5,Санкт-Петербург,57,18,Renault,Duster,135.0,0,724000.0,N,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,0.0
78464,11,11,0,50,5,Санкт-Петербург,30,9,Renault,Fluence,137.0,0,550000.0,N,F,0,0,N,N,0,1,0,0.0,0,0,30000.0,Санкт-Петербург,-0.04
78468,11,11,0,55,6,Москва,30,8,Mitsubishi,ASX,140.0,0,755623.0,1096,F,1L,0,3,2,0,0,0,0.0,0,1,10000.0,Московская,-0.08
78469,11,11,0,50,5,Москва,32,11,Skoda,Yeti,152.0,0,750000.0,N,M,1S,1S,N,N,1,0,0,0.0,0,0,10000.0,Москва,-0.23
78473,12,12,0,50,5,Санкт-Петербург,50,16,Skoda,Yeti,105.0,1,700000.0,N,F,1S,1S,N,N,1,1,0,5.0,0,0,0.0,Санкт-Петербург,0.0
78474,12,12,0,53,6,Москва,51,18,Ford,Focus,125.0,1,481600.0,297,M,0,0,0,0,0,0,0,0.0,0,2,0.0,Москва,-1.0
78477,11,11,0,52,6,Москва,46,20,Toyota,Land Cruiser 200,235.0,0,1977249.0,326,M,0,0,0,0,0,1,0,0.0,0,3,0.0,Москва,0.11
78478,11,11,0,52,6,Москва,54,19,Kia,Sportage,150.0,0,704331.0,1372,F,1L,1L,0,0,0,0,0,10.0,0,2,0.0,Москва,0.47
78479,11,11,0,50,5,Санкт-Петербург,53,21,Lifan,X60,150.0,1,500000.0,N,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,0.08
78484,11,11,0,55,6,Москва,35,14,Mitsubishi,Outlander,150.0,1,938892.0,1096,F,0,0,1L,0,0,0,0,0.0,0,1,0.0,Московская,-0.39
78489,11,11,0,52,6,Москва,55,0,Kia,Rio,107.0,0,489900.0,360,F,0,0,N,N,1,1,0,0.0,0,0,0.0,Московская,-0.44
78503,3,3,0,53,6,Москва,48,9,Renault,Duster,135.0,0,515222.0,528,M,1L,1L,1L,0,1,1,0,5.0,0,2,0.0,Москва,0.18
78504,3,3,0,50,5,Москва,31,6,Ssang Yong,Kyron,141.0,1,883000.0,N,M,0,0,0,0,1,1,0,0.0,0,2,0.0,Москва,0.11
78505,3,3,0,41,1,Москва,38,19,Volvo,XC60,181.0,0,2364700.0,335,F,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,-0.06
78510,1,1,0,54,6,Москва,57,15,Mitsubishi,Outlander,146.0,1,860991.0,339,M,1L,1L,0,0,0,0,0,0.0,0,1,0.0,Владимирская,0.04
78511,3,3,0,10,1,Москва,32,13,Land Rover,Range Rover Sport,292.0,1,2917314.0,894,M,0,0,0,0,0,0,0,0.0,0,1,0.0,Москва,0.04
78515,9,9,0,55,6,Москва,36,17,Mitsubishi,Outlander,167.0,0,1012691.0,1096,M,0,0,0,0,0,0,0,0.0,0,1,0.0,Москва,0.13
78516,10,10,0,50,5,Санкт-Петербург,53,24,Suzuki,SX4,112.0,0,496300.0,N,M,0,0,N,N,1,1,0,0.0,0,0,20000.0,Санкт-Петербург,-0.02
78520,3,3,0,52,6,Москва,70,48,Kia,Rio,123.0,0,620900.0,1372,M,1S,1S,N,N,0,0,0,27.0,0,0,0.0,Москва,-0.56
78525,10,10,0,53,6,Санкт-Петербург,42,16,Ford,Focus,105.0,0,500000.0,485,F,0,0,N,N,0,1,0,0.0,0,0,30000.0,Санкт-Петербург,-0.08
78527,3,3,0,55,6,Москва,37,16,Mitsubishi,ASX,150.0,0,979000.0,1096,M,1L,1L,N,N,0,1,0,0.0,0,0,0.0,Москва,-0.01
78528,11,11,0,52,6,Санкт-Петербург,33,14,Ford,Fusion,80.0,0,302400.0,1096,F,0,0,0,0,0,1,0,0.0,0,1,0.0,Санкт-Петербург,0.05
78531,9,9,0,59,3,Санкт-Петербург,36,17,Nissan,Qashqai,114.0,1,526932.0,454,M,0,0,0,0,0,0,0,0.0,0,3,0.0,Санкт-Петербург,0.0
78532,9,9,0,52,6,Санкт-Петербург,63,19,Kia,Soul,126.0,1,509000.0,245,M,0,0,0,0,0,1,0,0.0,0,3,0.0,Ленинградская,0.0
78540,3,3,0,8,4,Санкт-Петербург,42,15,Volvo,XC70,205.0,0,1219067.0,94,M,1S,1S,0,0,0,0,0,7.0,0,4,0.0,Санкт-Петербург,0.03
78544,3,3,0,53,6,Санкт-Петербург,41,18,Nissan,Juke,117.0,0,782000.0,343,F,0,0,N,N,0,1,0,0.0,0,0,15000.0,Санкт-Петербург,-0.32
78551,3,3,0,50,5,Москва,37,2,Volkswagen,Tiguan,170.0,0,1110000.0,N,M,0,0,1S,1S,1,1,0,0.0,0,1,0.0,Москва,-0.22
78570,4,4,0,55,6,Москва,54,35,Mitsubishi,Pajero Sport,178.0,1,915733.0,1096,M,1L,1L,0,0,1,1,0,3.0,0,4,0.0,Москва,0.71
78576,4,4,0,52,6,Санкт-Петербург,45,14,Renault,Duster,102.0,1,533410.0,1096,M,1L,1L,1L,0,0,1,0,1.0,0,1,0.0,Санкт-Петербург,0.36
78579,8,8,0,50,5,Санкт-Петербург,41,14,Ford,Kuga,163.0,1,1077000.0,N,M,0,0,0,0,1,1,0,0.0,0,2,0.0,Санкт-Петербург,0.0
78581,5,5,0,52,6,Санкт-Петербург,39,13,Ssang Yong,Actyon,149.0,1,902000.0,164,M,1L,1L,0,0,0,1,0,168.0,0,1,0.0,Санкт-Петербург,0.0
78582,9,9,0,8,4,Санкт-Петербург,18,0,Ssang Yong,Kyron,141.0,0,600000.0,602,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,2.72
78589,12,12,0,53,6,Санкт-Петербург,37,10,Hyundai,Santa Fe,197.0,0,1643376.0,1200,M,1L,1L,N,N,1,0,0,8.0,0,0,0.0,Санкт-Петербург,-0.12
78597,12,12,0,52,6,Санкт-Петербург,28,7,Kia,Soul,124.0,0,814900.0,245,M,0,0,N,N,1,1,0,0.0,0,0,20000.0,Санкт-Петербург,0.14
78598,11,11,0,55,6,Москва,44,19,Mitsubishi,Pajero Sport,178.0,1,1536990.0,1096,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,0.06
78599,11,11,0,55,6,Москва,51,15,Mitsubishi,Outlander,167.0,0,1264990.0,1096,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Московская,-0.02
78609,12,12,0,50,5,Москва,49,29,Mitsubishi,ASX,150.0,0,1033970.0,N,M,0,0,N,N,0,1,0,0.0,0,0,0.0,N,-0.02
78616,12,12,0,53,6,Москва,34,15,Toyota,RAV4,146.0,0,867800.0,272,M,1S,1S,0,0,1,1,0,27.0,0,1,0.0,Москва,0.05
78626,7,7,0,55,6,Москва,55,20,Hyundai,Solaris,123.0,0,650000.0,1096,F,0,0,N,N,0,0,0,0.0,0,0,15000.0,Московская,-0.17
78628,10,10,0,52,6,Санкт-Петербург,49,15,Renault,Duster,135.0,0,507555.0,171,M,0,0,0,0,0,1,0,0.0,0,2,0.0,Санкт-Петербург,0.0
78629,10,10,0,52,6,Санкт-Петербург,28,9,Ford,Focus,125.0,1,542380.0,493,F,0,0,N,N,1,1,0,0.0,0,0,15000.0,Санкт-Петербург,0.0
78637,10,10,0,10,1,Санкт-Петербург,18,0,Scania,Другая модель (Грузовое ТС),380.0,0,1223308.0,1173,M,0,0,0,0,0,0,0,0.0,0,3,15000.0,Санкт-Петербург,-1.0
78641,1,1,0,54,6,Москва,32,14,Honda,Civic,140.0,0,434000.0,N,F,1S,1S,0,0,0,0,0,5.0,0,6,15000.0,Москва,0.06
78645,8,8,0,6,4,Санкт-Петербург,69,20,УАЗ,Другая модель (Легковое ТС),128.0,1,457560.0,181,M,0,0,1S,1S,0,1,0,0.0,0,1,0.0,Санкт-Петербург,0.0
78649,1,1,0,53,6,Москва,33,7,Suzuki,Grand Vitara,140.0,0,1555900.0,363,F,1S,1S,N,N,0,0,0,12.0,0,0,0.0,Москва,0.04
78650,1,1,0,55,6,Москва,37,12,Ford,S-Max,160.0,0,808796.0,1096,F,0,0,0,0,0,0,0,0.0,0,3,0.0,Москва,0.12
78655,4,4,0,53,6,Санкт-Петербург,46,24,Ford,Focus,105.0,0,472566.0,381,M,1L,0,0,0,1,1,0,4.0,0,2,10000.0,Ленинградская,0.0
78656,4,4,0,55,6,Москва,55,16,Suzuki,Grand Vitara,169.0,0,1108558.0,1252,F,0,0,1S,1S,0,0,0,0.0,0,1,0.0,Москва,0.06
78659,1,1,0,52,6,Москва,40,7,Ford,Explorer,294.0,0,1564532.0,910,M,2,2,1S,1S,0,1,0,1.0,0,2,0.0,Москва,-0.05
78662,2,2,0,53,6,Москва,45,6,Renault,Sandero,84.0,1,383575.0,363,F,0,0,0,0,0,0,0,0.0,0,1,0.0,Московская,-0.48
78671,2,2,0,54,6,Москва,36,15,BMW,X3,245.0,0,1460000.0,400,M,1L,1L,N,N,0,0,0,2.0,0,0,15000.0,Московская,0.27
78672,1,12,0,50,5,Москва,43,16,Opel,Zafira,165.0,0,1388000.0,N,M,0,0,N,N,1,1,0,0.0,0,0,10000.0,N,-0.02
78674,1,1,0,52,6,Москва,41,20,Honda,Pilot,249.0,0,1304325.0,747,M,1S,1S,1L,1L,0,1,0,0.0,0,2,0.0,Москва,0.0
78678,8,8,0,55,6,Москва,56,25,Hyundai,Santa Fe,175.0,0,1283300.0,1096,M,0,0,0,0,0,1,0,0.0,0,1,0.0,Москва,0.0
78681,2,2,0,50,5,Москва,45,18,Mazda,3,105.0,0,488000.0,N,F,0,0,0,0,1,1,0,0.0,0,4,0.0,Москва,0.05
78686,8,8,0,52,6,Москва,36,16,Toyota,Land Cruiser 150,173.0,0,1591773.0,N,M,1S,1S,2,2,1,1,0,40.0,0,3,0.0,Москва,0.0
78694,4,4,0,50,5,Москва,39,7,Honda,Civic,140.0,0,425200.0,N,M,0,0,0,0,0,0,0,0.0,0,5,50000.0,Москва,0.1
78697,11,11,0,53,6,Санкт-Петербург,44,14,Hyundai,Solaris,123.0,1,377800.0,1200,M,0,0,N,N,0,0,0,0.0,0,0,10000.0,Санкт-Петербург,-0.27
78698,2,2,0,53,6,Санкт-Петербург,36,15,Skoda,Rapid,75.0,1,559000.0,641,M,0,0,N,N,0,0,0,0.0,0,0,30000.0,Санкт-Петербург,0.04
78699,2,2,0,53,6,Санкт-Петербург,32,7,Volkswagen,Passat,152.0,0,873000.0,N,M,0,0,0,0,0,0,0,0.0,0,1,30000.0,Санкт-Петербург,-0.17
78702,1,1,0,50,5,Санкт-Петербург,39,21,ВАЗ,2114,81.0,0,182655.0,N,M,0,0,0,0,1,1,0,0.0,0,3,0.0,Башкортостан,0.0
78706,3,3,0,50,5,Санкт-Петербург,34,14,Kia,Ceed,122.0,0,360000.0,N,M,0,0,0,0,0,0,0,0.0,0,5,0.0,Санкт-Петербург,-0.31
